[NodeName : FIX;Database : np_test;File Name : C:\Program Files (x86)\GE\iFIX\PDB\np_test.csv;Date : 09.11.2022;Time : 12:44:09]
#DO113#

[BLOCK TYPE;Tag;Next block;Description;I/O device;H/W options;I/O address;Open tag;Close tag;Cold start value;Invert output;Event messages;Alarm enable;Alarm area(S);Security area 1;Security area 2;Security area 3;Alarm area 1;Alarm area 2;Alarm area 3;Alarm area 4;Alarm area 5;Alarm area 6;Alarm area 7;Alarm area 8;Alarm area 9;Alarm area 10;Alarm area 11;Alarm area 12;Alarm area 13;Alarm area 14;Alarm area 15;User field 1;User field 2;ESIG type;ESIG allow cont use;ESIG xmpt alarm ack;ESIG unsigned writes;ESIG cmnt required;PDR update rate;PDR access time;PDR deadband;PDR latch;PDR disable output;PDR array length;Hist tag description;Hist collect;Hist interval;Hist offset;Hist time resolution;Hist compression;Hist deadband;Hist compress type;Hist compress time;Write if different]
!A_NAME;A_TAG;A_NEXT;A_DESC;A_IODV;A_IOHT;A_IOAD;A_OPENDESC;A_CLOSEDESC;A_COLD;A_INV;A_EVENT;A_IENAB;A_ADI;A_SA1;A_SA2;A_SA3;A_AREA1;A_AREA2;A_AREA3;A_AREA4;A_AREA5;A_AREA6;A_AREA7;A_AREA8;A_AREA9;A_AREA10;A_AREA11;A_AREA12;A_AREA13;A_AREA14;A_AREA15;A_ALMEXT1;A_ALMEXT2;A_ESIGTYPE;A_ESIGCONT;A_ESIGACK;A_ESIGTRAP;A_ESIGREQ_COMMENT;A_PDR_UPDATERATE;A_PDR_ACCESSTIME;A_PDR_DEADBAND;A_PDR_LATCHDATA;A_PDR_DISABLEOUT;A_PDR_ARRAYLENGTH;A_HIST_DESC;A_HIST_COLLECT;A_HIST_INTERVAL;A_HIST_OFFSET;A_HIST_TIMERES;A_HIST_COMPRESS;A_HIST_DEADBAND;A_HIST_COMPTYPE;A_HIST_COMPTIME;A_WRITEONDIFF!
"DO";"OPER1_1_CONF";"";"Вентили ВН44, ВН23, ВН25 - закрыты";"SIM";"";"101:0";"OPEN";"Confirmed";"OPEN";"NO";"ENABLE";"ENABLE";"NONE";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notepad";"Up";"NONE";"YES";"NO";"REJECT";"NO";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO"
"DO";"OPER1_1_NONE";"";"Вентили ВН44, ВН23, ВН25 - закрыты";"SIM";"";"101:1";"OPEN";"None";"OPEN";"NO";"ENABLE";"ENABLE";"NONE";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notepad";"Up";"NONE";"YES";"NO";"REJECT";"NO";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO"
"DO";"OPER1_1_REG";"";"Вентили ВН44, ВН23, ВН25 - закрыты";"SIM";"";"101:2";"OPEN";"Rejected";"OPEN";"NO";"ENABLE";"ENABLE";"NONE";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notepad";"Up";"NONE";"YES";"NO";"REJECT";"NO";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO"
"DO";"OPER1_2_CONF";"";"Вентили ВН21,22 закрыты";"SIM";"";"102:0";"OPEN";"Confirmed";"OPEN";"NO";"ENABLE";"ENABLE";"NONE";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notepad";"Up";"NONE";"YES";"NO";"REJECT";"NO";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO"
"DO";"OPER1_2_NONE";"";"Вентили ВН21,22 закрыты";"SIM";"";"102:1";"OPEN";"None";"OPEN";"NO";"ENABLE";"ENABLE";"NONE";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notepad";"Up";"NONE";"YES";"NO";"REJECT";"NO";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO"
"DO";"OPER1_2_REG";"";"Вентили ВН21,22 закрыты";"SIM";"";"102:2";"OPEN";"Rejected";"OPEN";"NO";"ENABLE";"ENABLE";"NONE";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notepad";"Up";"NONE";"YES";"NO";"REJECT";"NO";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO"
"DO";"OPER1_3_CONF";"";"Вентили ВН24 закрыты";"SIM";"";"103:0";"OPEN";"Confirmed";"OPEN";"NO";"ENABLE";"ENABLE";"NONE";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notepad";"Up";"NONE";"YES";"NO";"REJECT";"NO";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO"
"DO";"OPER1_3_NONE";"";"Вентили ВН24 закрыты";"SIM";"";"103:1";"OPEN";"None";"OPEN";"NO";"ENABLE";"ENABLE";"NONE";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notepad";"Up";"NONE";"YES";"NO";"REJECT";"NO";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO"
"DO";"OPER1_3_REG";"";"Вентили ВН24 закрыты";"SIM";"";"103:2";"OPEN";"Rejected";"OPEN";"NO";"ENABLE";"ENABLE";"NONE";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notepad";"Up";"NONE";"YES";"NO";"REJECT";"NO";"1 000";"300 000";"0";"NO";"NO";"0";"";"NO";"5 000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO"
